560920	72899	909282	365132	3944037	566670	351084	110423	49793	2450344	1149266	39386	197211	1402763	761472	375278	325184	470680	499932	69476	464336	713037	1003432	607784	329130	654368	114742	225861	345163	99966	1029243	207566	2127592	1025826	110872	1117769	466733	212755	1230781	153103	603641	124764	875646	3077652	424171	24579	685485	461847	165177	680252	63709	34253339
562311	72899	910436	367007	3951545	567215	351302	110457	49827	2450344	1150835	39486	197456	1403508	762127	375278	325184	471669	501494	69627	464491	713489	1004630	608405	329703	656484	114899	226307	346167	100025	1029901	207701	2128710	1026697	110898	1118513	467198	213339	1231385	153168	603973	124764	876926	3082089	424730	24590	686206	462577	165259	680743	63840	34293068
563943	73374	911479	368466	3957754	567838	351530	110502	49858	2450344	1153064	39649	197781	1404466	762837	376673	325216	472605	506882	69675	464735	714014	1004630	608678	330664	659414	115002	226442	347098	100072	1030600	207972	2129897	1028131	110933	1119298	468401	213730	1231954	153269	604650	124960	878372	3087290	425603	24609	686884	463537	165398	681168	63988	34340800
565510	73374	912653	370326	3966048	568597	351825	110573	49930	2450344	1155208	39892	198014	1406459	763688	376673	326674	473503	509716	69781	465038	714556	1004630	609016	331863	662692	115143	226606	348040	100106	1031346	208243	2131535	1029931	110976	1120120	469982	214263	1232541	153355	605590	124960	879913	3095885	426418	24647	687550	466099	165524	681562	64141	34397332
567243	73753	914132	372313	3967113	569289	352037	110638	49973	2523510	1157705	40125	198296	1407929	764448	376673	328185	474444	512843	69835	465326	715180	1006360	609387	333180	665483	115255	226839	349043	100152	1032255	208487	2133264	1031929	111020	1120922	471176	214869	1233193	153447	606833	124960	881469	3103421	426418	24676	688300	466099	165702	682077	64251	34518133
569131	73818	915660	374328	3972868	569289	352037	110729	49973	2523510	1157705	40383	198296	1407929	764448	376673	328185	475374	512843	69905	465643	715180	1006360	609387	333180	668721	115255	226839	349043	100152	1033116	208487	2135161	1031929	111045	1121609	471176	214869	1233860	153447	606833	124960	882736	3110025	426418	24676	688300	466235	165702	682077	64251	34546878
570667	73818	917168	375350	3987988	569289	352037	110797	49973	2523510	1157705	40659	198296	1407929	764448	376673	328185	475878	512843	69905	465949	715180	1006360	609387	333180	670252	115255	226839	349043	100152	1033712	208487	2136032	1031929	111072	1122104	471176	214869	1234457	153447	606833	124960	883600	3112383	426418	24676	688300	466235	165702	682077	64251	34574851
572070	74383	918609	375971	3997275	571087	352626	110862	50160	2523510	1163818	40822	198840	1411821	766351	376673	329683	476650	520435	69905	466205	716452	1006360	609810	336788	671390	115406	226839	351443	100286	1034233	209118	2138643	1037373	111137	1122647	474845	215853	1234892	153697	610477	124960	885738	3113984	428687	24748	690183	469308	166108	683041	64451	34654225
574737	74383	920084	378023	4005308	571958	353114	110943	50228	2523510	1167405	40984	199158	1413490	767409	376673	329683	477882	527253	70077	466514	717284	1008429	610839	338079	673931	115665	226839	352567	100398	1035027	209356	2140258	1038976	111218	1123964	475578	216875	1235964	153802	611594	124960	888005	3122626	429300	24760	691018	470333	166297	684119	64623	34719219
577463	74911	921445	379726	4013394	572854	353505	111016	50268	2523510	1171233	41069	199516	1415572	768624	378831	329889	479431	531952	70141	466930	717944	1008429	611458	339954	676766	115888	227848	353746	100465	1035975	209684	2142132	1041609	111292	1125420	477052	217690	1236785	153954	613033	125225	890669	3135626	430143	24804	692105	471489	166493	685018	64623	34792789
577463	74911	923204	382569	4024155	573907	353844	111129	50329	2523510	1175845	41303	199955	1417263	769875	378831	331942	481001	536366	70261	467435	718849	1008429	612001	341862	679845	116143	228086	355091	100554	1037052	210085	2144741	1044877	111376	1126625	478858	218689	1237865	154153	614912	125225	892976	3143886	431256	24830	693206	472362	166748	686013	64955	34865347
577463	75486	925169	385113	4028836	575082	354335	111275	50398	2634234	1179449	41925	200484	1419611	771299	378831	333850	482599	541679	70372	467961	719780	1011106	612701	343505	683802	116366	228450	356401	100657	1038171	210416	2147318	1048076	111453	1127808	480635	219755	1238917	154339	617148	125225	896071	3160113	432467	24889	694384	473076	167016	687198	65127	35056797
585607	75486	927235	386452	4032372	575082	354335	111407	50398	2634234	1179449	42410	200484	1419611	771299	378831	333850	484160	541679	70463	468548	719780	1011106	612701	343505	686547	116366	228450	356401	100657	1039353	210416	2150390	1048076	111484	1129277	480635	219755	1240105	154339	617148	125225	898104	3173009	432467	24889	694384	473076	167016	687198	65127	35100691
587405	75486	929541	388436	4056653	575082	354335	111563	50398	2634234	1179449	42862	200484	1419611	771299	378831	333850	485063	541679	70463	469095	719780	1011106	612701	343505	688472	116366	228450	356401	100657	1040281	210416	2152964	1048076	111510	1130134	480635	219755	1241100	154339	617148	125225	899794	3175412	432467	24889	694384	473076	167016	687198	65127	35145260
589110	76237	931387	389280	4066472	577285	355580	111681	50718	2634234	1185594	43227	201352	1425219	774097	378831	333926	486115	552787	70463	469542	721885	1011106	613325	348496	689673	116634	228450	358932	100986	1041159	211492	2155356	1056699	111649	1131029	486232	221799	1241990	154790	623947	125225	902488	3179789	434711	25038	697939	475881	167681	689285	65467	35253620
592417	76532	933361	391623	4076596	578276	356164	111762	50800	2634234	1194768	43616	202032	1427901	775686	378831	333926	487871	557540	70718	469910	722986	1014087	614990	350070	692340	117033	229443	360147	101155	1042472	211970	2158388	1058887	111744	1132798	487178	223364	1243563	154985	626038	125225	906234	3194350	435439	25077	699342	481357	167948	690856	65704	35351373
595816	76874	935647	394461	4086850	579366	356701	111884	50858	2634234	1199628	43962	202669	1430265	777417	382401	334125	490399	562319	70847	470605	724018	1014087	615923	352891	696700	117328	229824	361140	101277	1043702	212577	2161314	1062300	111860	1134965	489338	224547	1245004	155287	628202	125599	909477	3213686	436489	25129	701059	483389	168330	692189	65953	35453810
599633	77253	937936	397238	4102004	580610	357345	112070	50975	2634234	1205434	44617	203412	1433313	779317	382401	338312	492556	567787	70996	471334	725189	1014087	616784	356055	700748	117610	230236	362275	101505	1045168	213247	2164850	1066631	111979	1136934	491680	225919	1246853	155527	631037	125599	913391	3227417	437585	25219	702819	486303	168733	693933	66200	35563503
603318	77586	940762	400275	4115988	581692	358076	112298	51103	2768985	1211439	45245	204091	1436353	781326	382401	340491	495132	573903	71141	472224	726395	1018601	617788	358149	703914	117882	230630	363574	101662	1046514	213793	2168589	1071137	112095	1138600	493983	226899	1248599	155825	634310	125599	917919	3246530	438479	25320	704664	488640	169162	695245	66453	35815397
607209	77586	943415	402908	4128732	581692	358076	112558	51103	2768985	1211439	45860	204091	1436353	781326	382401	340491	497524	573903	71306	473116	726395	1018601	617788	358149	706578	117882	231069	363574	101662	1048053	213793	2173080	1071137	112148	1140917	493983	226899	1250303	155825	634310	125599	920509	3266610	438479	25320	704664	488640	169162	695245	66453	35878396
607209	77586	946054	404277	4138342	581692	358076	112772	51103	2768985	1211439	46503	204091	1436353	781326	382401	340491	498966	573903	71306	473969	726395	1018601	617788	358149	708412	117882	231069	363574	101662	1049222	213793	2176658	1071137	112206	1142330	493983	226899	1251575	155825	634310	125599	922668	3272392	438479	25320	704664	488640	169162	695245	66453	35913270
612086	78441	948245	405272	4151427	584462	359363	112967	51589	2768985	1224480	46940	205033	1444211	786272	382401	343203	500267	590446	71305	474555	729047	1021681	618906	365061	709631	118270	231069	366584	102117	1050083	215098	2178724	1086938	112369	1143599	500311	230103	1252686	155825	643621	125599	926307	3274841	440497	25571	709319	495338	170199	697781	67026	36073063
615901	78701	950827	407892	4162732	585352	359638	113090	51589	2782060	1231425	47376	205787	1447161	788468	385556	343203	502712	596534	71666	475184	730381	1021681	620591	368549	712083	118754	231916	367709	102205	1051712	215781	2180696	1089923	112541	1145925	501353	232436	1254821	156539	645859	125599	930395	3292425	441131	25663	711078	495357	170656	699551	67326	36190862
619752	78701	952797	410832	4173921	586562	360552	113251	51853	2806813	1238383	47848	206523	1451094	790926	387273	345910	505632	601941	71883	476070	731821	1025003	622216	371712	716187	119123	232399	368625	102353	1053398	216494	2187349	1094886	112685	1149318	503552	234393	1256704	156824	648508	126458	935997	3310593	442245	25757	713195	500434	171199	701110	67582	36345303
623919	79485	955767	413150	4188299	588230	361294	113582	52005	2827469	1245399	48397	207274	1454208	794077	387273	345910	508310	607228	72119	477117	733188	1025003	623527	376124	719820	119519	232399	369846	102659	1055252	217773	2192224	1100786	112861	1152590	506020	236698	1259058	157188	651787	126611	940590	3325779	443488	25883	715556	504132	171707	702736	67957	36489379
627905	79823	958992	416173	4204021	589526	361836	113853	52201	2920749	1252615	49564	208054	1457687	796733	387273	348850	512224	614776	72333	478067	734486	1028630	624851	381147	722668	119864	232399	371126	102901	1057096	218569	2196866	1107414	113022	1155322	508834	238463	1261118	157589	656313	126749	946130	3339490	444385	26040	717826	507294	171997	704857	68272	36716199
627905	79823	962410	418290	4217185	589526	361836	114187	52201	2920749	1252615	50355	208054	1457687	796733	389223	348850	514621	614776	72522	479083	734486	1028630	624851	381147	725923	119864	232399	371126	102901	1059660	218569	2201468	1107414	113131	1157782	508834	238463	1263392	157589	656313	126749	950989	3366111	444385	26040	717826	507294	171997	704857	68272	36789262
634897	79823	965462	419807	4227898	589526	361836	114486	52201	2920749	1252615	51200	208054	1457687	796733	389223	348850	516901	614776	72522	479952	734486	1028630	624851	381147	727584	119864	232399	371126	102901	1060934	218569	2205869	1107414	113205	1159759	508834	238463	1265521	157589	656313	126749	953766	3371283	444385	26040	717826	507294	171997	704857	68272	36836048
637363	80885	967862	420663	4241265	592372	363417	114770	52777	2933429	1272014	51739	209411	1466813	803403	389223	351356	518987	628146	72522	480718	737579	1032520	626310	388986	728930	120325	232399	373649	103462	1062238	220340	2209767	1122412	113471	1161573	515801	242843	1266805	158283	667352	126927	957466	3377118	446808	26040	723727	514884	173479	707327	68944	37030408
641386	81337	970523	422866	4256641	593562	364298	114912	52843	2955098	1279653	52199	210315	1470452	806094	390978	351366	522209	631837	72897	481569	739047	1032520	629354	392309	731097	120946	235075	374651	103733	1064059	221086	2213176	1125987	113720	1164808	516663	245758	1269402	158614	669638	127322	962865	3401358	447771	26397	725971	517214	174818	709290	69356	37181000
645851	82002	972925	425551	4270477	595585	364891	115236	53024	2978433	1287667	52846	211532	1474285	809545	392970	351490	525746	638443	73088	482581	740626	1035827	630512	396394	734184	121382	235686	376080	103989	1065736	221960	2217969	1131243	113965	1168111	519023	247866	1271626	159019	673172	127698	969372	3426890	449259	26494	728523	520733	175638	710975	69844	37348607
649741	82687	976471	429100	4285883	597281	365425	115665	53162	2994019	1297503	53598	212327	1477465	813046	392970	351509	530573	643993	73270	483641	742202	1035827	631858	401201	737531	121877	236346	377493	104263	1067758	222927	2223052	1138263	114257	1171557	521525	250835	1275585	159355	676431	127993	976498	3441140	450539	26663	731287	524670	176608	712751	70150	37503829
653540	83156	979580	431507	4311278	598940	365856	116073	53342	3071489	1307084	54443	212939	1482369	817149	392970	357004	534430	649915	73455	484847	743735	1040673	633556	406249	740269	122318	236755	378700	104571	1070698	223796	2227140	1144894	114474	1175340	524376	252977	1278084	159710	681659	128297	982877	3458417	451655	26778	734079	528453	177533	714600	70671	37742906
659750	83156	982775	434027	4325285	598940	365856	116461	53342	3071489	1307084	55206	212939	1482369	817149	395167	357056	537817	649915	73660	485978	743735	1040673	633556	406249	742751	122318	237492	378700	104571	1072856	223796	2233083	1144894	114593	1178792	524376	252977	1280883	159710	681659	128297	992675	3488051	451655	26924	734079	528453	177533	714600	70671	37835097
663065	83156	986082	435256	4335076	598940	365856	116771	53342	3071489	1307084	56099	212939	1482369	817149	395167	357056	540447	649915	73660	486968	743735	1040673	633556	406249	744484	122318	237492	378700	104571	1074306	223796	2237639	1144894	114698	1180986	524376	252977	1283065	159710	681659	128297	996725	3492493	451655	27050	734079	528453	177533	714600	70671	37879300
665653	84272	988714	436242	4349148	603266	367410	117051	53898	3082733	1328156	56670	214010	1491582	825549	395167	357177	543031	660804	73660	487893	747153	1044958	635222	413498	745930	122964	237492	381766	105302	1075930	225994	2241468	1161818	115092	1183761	530594	257644	1284887	160329	695489	128626	1001869	3498244	454373	27132	741160	536814	180019	717911	71562	38087534
665653	84867	991309	438465	4362372	604516	368481	117246	54031	3103941	1337342	57235	215042	1494571	829010	397522	359856	547657	664618	74022	488740	748753	1044958	639059	416789	748235	123674	239102	382773	105589	1077787	226868	2244898	1166441	115453	1187878	532388	260425	1287967	160565	699197	129411	1006444	3519312	455513	27237	744187	539887	180804	720460	72069	38241993
665653	85491	991309	441246	4375604	606236	369132	117587	54156	3130144	1348019	57747	216061	1499022	833968	400082	363319	552501	671237	74313	489930	750248	1050153	640459	420174	750929	124278	240028	384135	105883	1079900	227636	2248791	1172571	115809	1192478	534922	263164	1291656	160948	702894	129866	1013014	3543684	457098	27355	747641	542878	181906	722453	72528	38420965
676795	86218	998164	443564	4390190	608047	369920	118016	54366	3151909	1358842	58578	217053	1503063	838869	400082	363356	557835	676368	74703	491174	752139	1050153	642288	423599	753831	124910	240804	385272	106205	1081954	228558	2254155	1181191	116096	1197873	539074	265210	1294898	161303	707435	130337	1020478	3560966	458589	27504	751132	546721	183354	724717	72995	38604735
